"Id","dow_number","day_of_week","part_of_week","time_of_day","total_calories","total_intensity","total_average_intensity","average_intensity","max_intensity","min_intensity"
2022484408,3,"Wednesday","Weekday","Morning",2717155,805184,13419.734559998735,0.5209524285713795,2.416667,0
2022484408,3,"Wednesday","Weekday","Afternoon",2328990,750720,12512.000736000024,0.5666667000000011,1.966667,0.116667
2022484408,4,"Thursday","Weekday","Morning",2717155,784576,13076.268384000161,0.5076191142857205,1.7,0
2022484408,4,"Thursday","Weekday","Afternoon",2096091,692576,11542.933823999345,0.5808642222221893,1.733333,0.033333
2022484408,4,"Thursday","Weekday","Night",2950054,0,0,0,0,0
2022484408,4,"Thursday","Weekday","Evening",931596,93472,1557.8661759999432,0.1763888333333269,0.483333,0
2022484408,5,"Friday","Weekday","Night",2484256,0,0,0,0,0
2022484408,5,"Friday","Weekday","Afternoon",1863192,474720,7911.998528000168,0.4479165833333429,1.766667,0.116667
2022484408,5,"Friday","Weekday","Evening",931596,97152,1619.199264000049,0.18333325000000555,0.583333,0
2022484408,5,"Friday","Weekday","Morning",2173724,646208,10770.13235200215,0.5226190000001043,2.516667,0
2022484408,6,"Saturday","Weekend","Afternoon",1863192,404064,6734.399999999695,0.3812499999999827,1.466667,0
2022484408,6,"Saturday","Weekend","Evening",931596,78016,1300.2676479999748,0.14722233333333049,0.366667,0
2022484408,6,"Saturday","Weekend","Night",2484256,5152,85.86691200000108,0.0036458437500000457,0.116667,0
2022484408,6,"Saturday","Weekend","Morning",2173724,398912,6648.534559999255,0.322619107142821,2.216667,0
2026352035,0,"Sunday","Weekend","Evening",573300,65504,1091.7323520000486,0.12361100000000551,0.333333,0
2026352035,0,"Sunday","Weekend","Morning",1337700,292928,4882.134560000431,0.23690482142859232,0.583333,0.016667
2026352035,0,"Sunday","Weekend","Afternoon",1146600,129536,2158.9323520001735,0.12222216666667648,0.366667,0
2026352035,0,"Sunday","Weekend","Night",1528800,7360,122.6676479999928,0.005208374999999694,0.033333,0
2026352035,1,"Monday","Weekday","Evening",573300,133216,2220.266175999942,0.25138883333332673,0.6,0
2026352035,1,"Monday","Weekday","Afternoon",1146600,432032,7200.533088000641,0.4076388750000363,0.933333,0
2026352035,1,"Monday","Weekday","Morning",1337700,306176,5102.932352000608,0.2476190000000295,0.633333,0.033333
2026352035,1,"Monday","Weekday","Night",1528800,10304,171.73382400001208,0.007291687500000513,0.1,0
2026352035,2,"Tuesday","Weekday","Night",1911000,12512,208.53382399999202,0.007083349999999729,0.066667,0
2026352035,2,"Tuesday","Weekday","Afternoon",1433250,306176,5102.931615999451,0.23111103333330849,0.583333,0
2026352035,2,"Tuesday","Weekday","Evening",716625,122912,2048.533824000031,0.18555560000000282,0.466667,0
2026352035,2,"Tuesday","Weekday","Morning",1672125,262016,4366.933087999953,0.1695237999999982,0.583333,0
2026352035,3,"Wednesday","Weekday","Afternoon",1433250,590272,9837.869120000269,0.44555566666667884,0.916667,0.116667
2026352035,3,"Wednesday","Weekday","Evening",716625,202400,3373.333824000044,0.305555600000004,0.55,0.083333
2026352035,3,"Wednesday","Weekday","Morning",1672125,299552,4992.5338239997545,0.19380954285713334,0.5,0.033333
2026352035,3,"Wednesday","Weekday","Night",1911000,30912,515.2036799999383,0.017500124999997906,0.15,0
2026352035,4,"Thursday","Weekday","Morning",1672125,471040,7850.666175999814,0.3047618857142785,0.666667,0.016667
2026352035,4,"Thursday","Weekday","Afternoon",1289925,447488,7458.130879999714,0.3753085185185041,0.75,0.083333
2026352035,4,"Thursday","Weekday","Night",1815450,44896,748.26764799996,0.026754421052630147,0.4,0
2026352035,4,"Thursday","Weekday","Evening",573300,122912,2048.534560000105,0.23194458333334522,0.366667,0.016667
2026352035,5,"Friday","Weekday","Morning",1337700,319424,5323.732352000362,0.25833328571430325,0.533333,0.016667
2026352035,5,"Friday","Weekday","Night",1528800,13984,233.06764800002384,0.009895875000001012,0.05,0
2026352035,5,"Friday","Weekday","Evening",573300,96416,1606.93308799995,0.181944416666661,0.35,0
2026352035,5,"Friday","Weekday","Afternoon",1146600,368736,6145.59999999973,0.3479166666666514,0.716667,0.033333
2026352035,6,"Saturday","Weekend","Night",1528800,16192,269.86691200003077,0.011458343750001307,0.083333,0
2026352035,6,"Saturday","Weekend","Afternoon",1146600,282624,4710.401471999431,0.2666667499999678,0.766667,0.033333
2026352035,6,"Saturday","Weekend","Evening",573300,80224,1337.066176000112,0.15138883333334602,0.333333,0
2026352035,6,"Saturday","Weekend","Morning",1337700,389344,6489.065439999635,0.3148808928571251,0.75,0
2320127002,0,"Sunday","Weekend","Afternoon",1279872,199185,3319.750245000042,0.1881944583333357,0.55,0
2320127002,0,"Sunday","Weekend","Morning",1493184,109515,1825.250490000051,0.08869050000000248,0.4,0
2320127002,0,"Sunday","Weekend","Evening",639936,123480,2057.9992649998367,0.23333324999998148,0.433333,0
2320127002,0,"Sunday","Weekend","Night",1706496,111720,1861.9997550000157,0.07916665625000067,0.283333,0
